Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based)
الهَنوف,4,"المكان حلو و ملموم ، الخدمة ممتازة
الحلى لذييذ ، بس القهوة جربت قهوة اليوم سلفادور وأحس ما عجبتني :( وجربت ثانية نسيت اسمها لكن ممكن بنما وأحس لا 🍂",2023-03-22 12:08:00.859000+00:00,Positive
Fahad Alkhilaifi,5,"اثني على تعامل واستقبال الباريستا عبدالرحمن خلوق بشوش
مكان رائع قهوة مميزة انواع بن ممتازة مكان حميم هادئ كراسي مريحة جدا",2023-03-20 17:45:04.846000+00:00,Positive
besh A,3,"طلبي كان سبانيش حار عطاني نص الكوب قلت ذا فلات وايت؟ قال لا عشان الكوب كبير مانخليه مليان؟؟؟؟؟؟؟؟ نعم ولي تعطي الزبون به الشكل؟
للامانه قهوتهم لذيذه جججججداً بس طريقتهم ماجبيتها مكانهم مافيه مواقف زينه يبي لك تدور الين تلقى موقف
سعر السبانيش حار ١٨ ريال",2023-03-19 14:25:10.670000+00:00,Neutral
ِAbdulmajeed A,5,مكان متخصص في القهوة والشوكولاتة. إنهم ينتجون الشوكولاتة الداكنة ويحمصون القهوة أيضًا. القهوة جيدة ولديها مجموعة متنوعة من حبوب القهوة اليومية التي يمكنك تجربتها مجانًا. لقد حصلوا أيضًا على مجموعة جيدة من الحلويات. لديهم مقاعد متعددة مع مآخذ بالقرب منها وهو أمر جيد. ومع ذلك، لا يوجد مرحاض في المكان وهو الجانب السلبي. في رأيي، هذا مكان للزيارة أثناء النهار حيث يبدو كئيبًا بعض الشيء بعد غروب الشمس. بالتأكيد تستحق الزيارة 👌🏻,2023-03-15 19:16:46.663000+00:00,Positive
اثير الشهري,5,طلبت فلات وايت مره لذيذ 💘,2023-03-15 17:20:13.226000+00:00,Positive
ABDULRHMAN,5,تجربه جميللله جداً والاسبريسو الكوستريكي لذيييذ,2023-03-12 17:35:31.899000+00:00,Positive
Abdullah AL-shami,4,مكان جميل ومريح. قهوة جيدة وطاقم عمل لطيف.,2023-03-10 12:05:05.744000+00:00,Positive
Lanah A,5,محمصة ومكان جميل والقهاوي المعروضة للتجربة لذيذة جداً بالإضافة للكورتادو والايس دريب😋.,2023-03-03 13:13:10.496000+00:00,Positive
ASR ASR,5,على البركه  مبروك يالمطيري تتهنا به  مشاء الله تبارك الله زرت المكان,2023-02-28 19:29:52.905000+00:00,Positive
Momo Alabalwi,5,محمصة جميله جدآ.,2023-02-28 10:25:33.580000+00:00,Positive
Sarrah Alajmi,5,الذ قهوة مختصة ذقتها بحياتي وللحين اهوجس فيها ليته مو بعيد مره عني كان جيت كل يوم 😢,2023-02-27 09:49:13.653000+00:00,Positive
AB H,5,القهوة ممتازة والموظفين رائعين,2023-02-26 21:18:56.871000+00:00,Positive
Abdulrahman,4,"محمصة مميزة
باريستا الصباح ما كان له نفس وصلح لنا قهوة دون المستوى بكثير + اخذ 20 دقيقة تقريباً.",2023-02-25 13:27:00.658000+00:00,Positive
W,5,"رايق مررررره ، جيتهم بالصدفه وشكلي بعتمدهم
القهوة لذيذة جدًا وتعامل الموظفين جميل
مو اخر زيارة ان شاء الله🤍",2023-02-23 21:18:26.808000+00:00,Positive
Sadeem,5,فلات وايت 🥵❤️,2023-02-23 19:22:31.480000+00:00,Positive
Ghadah A,5,"قهوة متميزه وتعامل جداَ  راقي
اسلوب الموظفين جدا جميل القهوه والتشوكليت كلها 10/10
شكرًا لكم عل هالشغل النظيف ❤️❤️❤️❤️❤️",2023-02-23 17:29:02.657000+00:00,Positive
S,5,"‏سلام عليكم ورحمة الله وبركاته اليوم جربت فلات وايت قهوة اليوم مرة لذيذ خدمنا خدمنا الموظف ""عتق الدين ""
اهداف جزاهم الله خير كل الموظفين 👍🏼👍🏼👍🏼",2023-02-23 16:41:48.926000+00:00,Positive
Aseel Alawadh,5,قهوه رهيبه وتعاملهم رهيب 💖,2023-02-23 12:42:11.793000+00:00,Positive
A,5,المكان يجنن والقهوه حللوه ولذييذه🤍🤍.,2023-02-23 09:16:18.475000+00:00,Positive
83 PHOTO,5,جربت V60 اثيوبيا كربوني، لذيذة شكرًا على حسن الاستقبال والخدمة الرائعة 💛,2023-02-23 01:27:22.726000+00:00,Positive
maram T,5,رائعه القهوه,2023-02-22 20:10:46.620000+00:00,Positive
mashael mohammed,5,كوفي رااايق وحسن استقبال يشكرون عليه وانواع  القهوه عندهم رهييبه,2023-02-22 19:36:50.945000+00:00,Positive
فيصل بن فهد,5,ممتاز,2023-02-22 10:19:09.961000+00:00,Positive
Turki A,5,قهوتهم طعمها مستحيل يتغير نفس الطعم نفس الجودة طول السنة ، وعندهم ألذ هوت شوكلت بالعالم! هوت شوكلت فيه حموضة الشوكلت ويسمونها شوكلت مختصة! عجيبة كنك تاكل شكليطة بلجيكية بساحة بروكسل … والشباب عسل وسعر الامريكانو ١١ ريال والمويا مجاناً ،، زادكم الله توفيقاً ونجاحاً .. مشكلتهم ينسون يصكون الستارة احياناً ولا عندهم واي فاي وصوت تطبيقات التوصيل يصك الراس,2023-02-19 13:55:13.829000+00:00,Positive
mohammed almutairi,5,قهوة ممتازة و عندهم شكولاته رايقة,2023-02-18 18:48:09.627000+00:00,Positive
Yas,5,"الموظفين محترمين وتعاملهم كان اكثر من رائع
وخيارات قهوة اليوم متعددة على عكس العادة في المقاهي الأخرى
الكوكيز لذيذة وعندهم منتجات من معمل صنع الشوكولاتة المختصة جربت منها المثلثات ايضاً كانت لذيذة
برجع لهم مره ثانية ان شاء الله بتجارب مختلفة
الله يوفقكم ويبارك لكم في رزقكم",2023-02-18 16:18:00.288000+00:00,Positive
ROLA SOL,5,"المكان عبارة عن محمصه و معمل شوكلت ومعها مكان الكوفي و طلبنا قهوه اليوم حلوه تقدرون تذوقون منها وتختارون و الكوكيز مره لذيذ و عندهم حلا  على شكل مثلثات من صنعهم لذيذ والاسعار تعتبر جيده
المكان شوي قليله الجلسات فيه
مافيه دورة مياة",2023-02-18 16:16:04.344000+00:00,Positive
Wa123 Uuu,3,عادي جدا !,2023-02-18 09:18:57.759000+00:00,Neutral
Majed,5,واحد من المقاهي المفضلة لدي.,2023-02-17 05:50:02.439000+00:00,Positive
Omar J,5,القهوة لذيذة والتعامل جميل 🙏,2023-02-16 10:49:29.626000+00:00,Positive
Triple S,4,"مكان جميل وفيه جلسات كثير
طلبت فلات وايت حرارة عادية
وفعلاً جاني حسب ماطلبت

لكن التبخير كان سيء",2023-02-09 11:30:27.274000+00:00,Positive
ابتهال الغامدي,5,"المكان لطيف
القهوة خلوة
جربنا كورتادو و فلات وايت و كانت مضبوطة 🫶",2023-02-07 20:09:43.808000+00:00,Positive
O N,5,خدمة رائعة، وخوادم مهذبة للغاية على استعداد لتخصيص الوقت لتعليمك عن القهوة,2023-02-05 14:04:18.633000+00:00,Positive
محمد بن عبدالله,4,السلام عليكم و وحمة الله و بركاتة اخي الغالي صاحب شفل ، يوم الجمعه شريت قهوة اليوم من عندك فرع حطين ، و القهوة جدا سيئة و ثانيا الطعم فيه (طعم كرتون ) الاكواب و هذا الشي ما يرضيني ولا يرضيك ابدا ، و ريحة المكان,2023-02-03 22:41:26.067000+00:00,Positive
Rayan Asiri,5,انصح جدا بقهوتهم .. اسعارهم مناسبه ويسوون عروض ولهم موقع الكتروني,2023-02-03 19:27:23.976000+00:00,Positive
Gharsan,2,جربت الفلات حموضه عاليه لم يروق لي .,2023-02-03 10:11:36.225000+00:00,Negative
ابووليد,5,المكان مرتب وهادي اشكر الاخ عبدالرحمن على حسن الاستقبال والتعامل الراقي,2023-01-30 20:14:49.339000+00:00,Positive
Sultan Binjued,5,نوعية المحصول لديهم اكثر من رائع ومتعدد الخيارات. جلسته مريحة و هادئة,2023-01-26 19:10:41.671000+00:00,Positive
Khulood ..,3,"القهوة ممتازة
الشوكلاتة المختصة حالية مرة لو كمية السكر أقل بتصير أفضل بكثير",2023-01-26 18:20:49.995000+00:00,Neutral
Aljohara,3,الهوت تشوكليت الله يكرم النعمه! ماتحملت اكمله لا انا ولا اخوي ، اللاتيه حلو بس ما اعيد التجربه,2023-01-25 13:51:47.505000+00:00,Neutral
faisal ru8,5,توفر وتنوع بالمحامص كثير وجميله ، الموظف السعودي احرجني بتعامله الراقي والرائع وشرحه لي لكل بُن ومكوناته تعامله يجبرني اجي كل يوم ❤️❤️❤️,2023-01-21 09:36:52.044000+00:00,Positive
محمد الحربي,1,سي لابعد حد لا أنصح بالتعامل معهم مبالغ بالاسعار وخدمه سيئه ولايوجد خدمه مابعد البيع سيئ سيئ لابعد حد اهم معاليهم المبلغ اكثر من الزبون حسبي الله ونعم الوكيل فيكم فقط هذا مايقال عليهم,2023-01-21 06:12:59.571000+00:00,Negative
Faisal.71,5,القهوة رائعة جداً خيارات البن متعددة وتقدر تجرب القهوة قبل تشتريها ايضاً المكان هادئ ومريح، السويت خياراته متعددة ولذيذة لن تكون الزيارة الاخيرة باذن الله.,2023-01-20 20:47:13.574000+00:00,Positive
D7M ـ,5,من افضل المحامص في الرياض و تجربة جميلة و تتكرر بإذن الله,2023-01-20 20:23:03.282000+00:00,Positive
Khalid subaie,5,"المحمصه تبارك الرحمن من افضل المحامص على مستوى السعودية وليس الرياض فقط.. لفتني الأظرف مع تحفظي عليها الا انها أفضل أظرف جربتها 👌 ( جربت جواتيمالا )
^ تجربتي قبل ٥ اشهر

اليوم اعيد التعليق الباريستا في انحدار عالي تقريباً ١٠ دقايق عشان ثنين كورتادو واحترم هالوقت اذا بيجيني كوب نظيف
ويوصلني كوب سيئ للأسف",2023-01-20 11:48:08.025000+00:00,Positive
Haifa Abdullah,5,تجربة جدًا رائعة و تتكرر بإذن الله الموظف جدًا محترم و بشوش و المكان مرتب و هادي و رايق و القهوة لذيذة و الكيك الذ الله يوفقكم👌🏻👌🏻🤍,2023-01-16 15:54:33.754000+00:00,Positive
haibora shiho,5,محمصة متكاملة من جميع النواحي تبارك الله، حبوب القهوة دائماً ممتازة، اول زيارة لي للفرع هذي المرة و ماندمت 👍🏼👏🏻، الله يوفقهم و يباركلهم 🤍🤍,2023-01-15 15:04:55.972000+00:00,Positive
Abdulilah Alroshod,5,اذا تبي قهوه مختصه متميزه مع دارك تشوكليت ضروري تزورهم,2023-01-14 10:33:32.494000+00:00,Positive
S Alotaibi,5,مدهش 👍🏻🔥,2023-01-12 08:34:25.202000+00:00,Positive
Arab Foodie,3,"جيت اجرب الهوت شوكليت كونهم يستخدموا شوكليت فاخر بس عجبني يوم سواه لي على الطلب اكثر من اللي محضرينه تعبية على طول و اتوقع لو يكتفون بحلى الشوكليت الطبيعي افضل من اضافة السكر 👍🏻

كيكة الماربل جميلة 👏🏻",2023-01-10 13:39:52.397000+00:00,Neutral
moath Mohammad,5,"محمصه جدا رائعه وعجبني محصول شلشلي جدا رايق
واشكر الاخ عبدالرحمن على استقباله الاكثر من الرائع",2023-01-09 15:46:43.373000+00:00,Positive
مشعل محمد,1,البن تاريخ الحمصة من حوالي ثلاث اشهر,2023-01-08 10:50:53.202000+00:00,Negative
Abdulelah Aljmail,2,"أسعار مبالغ فيها .. أظرف القهوة ٦ ب٤٢ ريال

Too much",2023-01-07 16:36:58.530000+00:00,Negative
A. Y,4,"1- الهوت شوكلت لابأس  اتوقعته افضل  بحكم انهم يسوون شوكلاتة مختصة
2- علبة الشوكولاتة المختصه  لذيذة  ومميزة  . ياليت لو يسوونها كلها سادة بدون تنوع .",2023-01-06 14:41:44.150000+00:00,Positive
Osama Al Zayed,5,جربت الفلات وايت و الكوفي دي وكانت لذيذه وجربت جميع المحاصيل و حرفيييياً كل واحد يقول الزين عندي ، شكراً لكم على الخدمه الجميله و المكان الجميل والموظفين رهيبين 👍🏻👍🏻,2023-01-06 04:04:24.263000+00:00,Positive
